placekey,location_name,latitude,longitude,street_address,city,region,zip,brands,safegraph_brand_ids,naics_code,wkt_area_sq_meters,date_range_start,poi_cbg,tract
zzy-224@8gg-t38-pqf,The Dog Wizard Greenville,35.020544,-82.413978,6 Pine Hill Dr,Travelers Rest,SC,29690,,,812910,216,2020-01-01,450450039041,45045003904
222-223@8g7-479-2kz,Lifeline Animal Project,33.778859,-84.427935,860 Marietta Blvd NW,Atlanta,GA,30318,,,812910,1188,2020-01-01,131210007002,13121000700
zzy-228@8gg-98s-435,Scruffy to Fluffy Pet Salon,36.232579,-80.709453,111 E Main St,Boonville,NC,27011,,,812910,443,2020-01-01,371970502002,37197050200
22t-222@63r-7zb-5pv,Arlington Dog Nanny,38.859016,-77.092138,1210 S Glebe Rd Unit 40961,Arlington,VA,22204,,,812910,2634,2020-01-01,510131026001,51013102600
224-223@63m-ny7-389,Calling All Paws,36.535356,-82.517655,2613 E Center St,Kingsport,TN,37664,,,812910,328,2020-01-01,471630408002,47163040800
222-222@5s5-j6m-7qz,Countryside Pet Resort and Spa,42.795114,-85.939141,1458 64th Ave,Zeeland,MI,49464,,,812910,267,2020-01-01,261390230023,26139023002
223-223@8gg-3gs-psq,Social Pet Hotel,35.198245,-80.79483,3814 Monroe Rd,Charlotte,NC,28205,,,812910,1289,2020-01-01,371190018012,37119001801
22f-222@62j-rrc-mc5,Fluff & Buff Boutique,42.652053,-71.434103,164 Westford Rd Ste 4,Tyngsboro,MA,1879,,,812910,1463,2020-01-01,250173131012,25017313101
22p-222@63v-6rw-68v,Animal House,41.395182,-82.107584,3151 Midway Mall,Elyria,OH,44035,,,812910,1229,2020-01-01,390930703004,39093070300
zzw-222@5z4-kvs-b6k,Redlands Animal Shelter,34.059577,-117.204121,504 Kansas St,Redlands,CA,92373,,,812910,168,2020-01-01,060710078002,06071007800
223-222@5qv-xkj-4qf,Petz Mania,33.003386,-96.85803,3585 Timberglen Rd,Dallas,TX,75287,,,812910,778,2020-01-01,481210216163,48121021616
zzy-222@5yv-hjy-t35,Marshalls,36.19919,-115.239956,2174 N Rainbow Blvd,Las Vegas,NV,89108,Marshalls,SG_BRAND_abfd923a6acfc93e81ba94b0310b47b2,448140,5784,2020-01-01,320030034191,32003003419
222-222@5q7-c2h-rrk,Cheyenne Animal Shelter,41.110596,-104.845861,800 Southwest Dr,Cheyenne,WY,82007,,,812910,2155,2020-01-01,560210003002,56021000300
223-222@5vh-ypf-c5z,K 9x Dog Training,37.359743,-120.568879,2050W Shuttle Dr,Atwater,CA,95301,,,812910,175,2020-01-01,060470005031,06047000503
222-223@8gb-54p-t9z,Dynasty Fence,34.246243,-85.168717,3 Central Plz Ste 221,Rome,GA,30161,,,812910,234,2020-01-01,131150011003,13115001100
22f-222@8gh-74q-xwk,rue21,33.949943,-80.372573,1057 Broad St Spc 5859,Sumter,SC,29150,rue21,SG_BRAND_a220cb98c26a80f5fbe3bb99ca22d0e3,448140,18305,2020-01-01,450850009012,45085000901
22c-224@5xc-k4h-v4v,Hot Topic,45.658436,-122.583142,8700 NE Vancouver Mall Dr,Vancouver,WA,98662,Hot Topic,SG_BRAND_4c5b49dd26955c39f3f1f3c2b57f0ea8,448140,137,2020-01-01,530110411082,53011041108
227-222@8fz-cc8-y35,Sebring Pooch Parlor,27.518036,-81.494972,3750 US Highway 27 N Ste 1C,Sebring,FL,33870,,,812910,5683,2020-01-01,120559601034,12055960103
224-222@5qw-dx7-x89,Midtown Pet Retreat,32.438785,-97.754567,1863 Acton Hwy,Granbury,TX,76049,,,812910,708,2020-01-01,482211602061,48221160206
zzw-222@5qv-x6s-k4v,HSNT Keller Regional Adoption Center,32.929902,-97.232762,330 Rufe Snow Dr,Keller,TX,76248,,,812910,5677,2020-01-01,484391139112,48439113911
22m-222@8g9-68w-fmk,Cumberland Pet Essentials,36.158834,-85.511481,142 S Willow Ave,Cookeville,TN,38501,,,812910,216,2020-01-01,471410007001,47141000700
zzw-222@63j-932-6zf,Elizabeth's Pooch Pizazz,39.376181,-84.381569,7049 Yankee Rd,Liberty Township,OH,45044,,,812910,344,2020-01-01,390170111203,39017011120
22k-222@8gg-ctr-xh5,rue21,35.809889,-80.871952,1048 Crossroads Dr Spc 10,Statesville,NC,28625,rue21,SG_BRAND_a220cb98c26a80f5fbe3bb99ca22d0e3,448140,1003,2020-01-01,370970610012,37097061001
zzy-227@8m4-tb2-brk,The Exchange,21.343136,-157.885923,Bldg. 1 C 502,Honolulu,HI,96859,The Exchange,SG_BRAND_79aa24ac7be7115da80670ca05ed242d,448140,1901,2020-01-01,150030066001,15003006600
224-222@627-z2q-3dv,vineyard vines,41.316485,-74.130273,151 Niagra Ln,Woodbury,NY,10917,vineyard vines,SG_BRAND_ad55dc335c5f5c3a482d1f2ac6158858,448140,336,2020-01-01,360710139003,36071013900
222-222@5zb-xb8-3nq,Aquaview Fencing,33.511046,-112.081984,5049 N 7th Ave,Phoenix,AZ,85013,,,812910,1116,2020-01-01,040131075003,04013107500
226-222@5xs-cqm-6c5,Casa de Amigos Animal Hotel,36.615242,-121.902134,715 Foam St,Monterey,CA,93940,,,812910,268,2020-01-01,060530125022,06053012502
22r-222@627-y8z-5mk,Very Important Pet Grooming,40.835004,-73.18548,591 Smithtown Byp Ste D,Hauppauge,NY,11788,,,812910,5145,2020-01-01,361031353041,36103135304
zzw-223@8ts-3ps-ygk,Dog Training Mobile,32.221876,-110.909886,3849 E Broadway Blvd PMB 105,Tucson,AZ,85716,,,812910,306,2020-01-01,040190019002,04019001900
22f-222@5pw-3br-snq,South Paw Dog Groomer,41.148621,-87.876051,647 S Main St,Bourbonnais,IL,60914,,,812910,307,2020-01-01,170910105001,17091010500
25n-222@8fv-zp4-4n5,Blue Paw Pet Care,26.023367,-80.13655,1425 Arthur St,Hollywood,FL,33020,,,812910,1877,2020-01-01,120110903023,12011090302
229-223@5x4-8j7-dd9,Pet Butler,47.466614,-122.34254,611 SW 152nd St,Burien,WA,98166,,,812910,3942,2020-01-01,530330279001,53033027900
zzy-222@8sc-wh4-mzf,Halcon Loco Nocturno,32.82632,-115.560834,2406 Clark Rd,Imperial,CA,92251,,,812910,622,2020-01-01,060250110006,06025011000
222-222@5wb-rrh-wx5,Rick's Custom Fencing & Decking,46.207049,-119.245543,9120 W Clearwater Ave,Kennewick,WA,99336,,,812910,486,2020-01-01,530050108131,53005010813
22d-222@5z6-3kb-5zz,Puppy Luv Pet Grooming,33.874571,-118.117746,17405 Woodruff Ave,Bellflower,CA,90706,,,812910,285,2020-01-01,060375544052,06037554405
227-222@5pj-5h5-5j9,Wolfgang's Pet Stop,38.64553,-90.261082,330 N Euclid Ave,Saint Louis,MO,63108,,,812910,2422,2020-01-01,295101124002,29510112400
22d-222@5qc-zyc-6x5,Modern Pet Spa,41.106341,-112.017659,525 S State St Ste 7,Clearfield,UT,84015,,,812910,2148,2020-01-01,490111257021,49011125702
222-222@63s-cjc-v2k,Perfect Pooch,40.091026,-75.352021,200 King Manor Dr,King of Prussia,PA,19406,,,812910,2078,2020-01-01,420912058062,42091205806
22s-222@5qv-x4k-7qz,Athleta,32.868322,-96.773515,8687 N Central Expy Ste 915,Dallas,TX,75225,Athleta,SG_BRAND_579a2f8f0bf87517cf22c11bf8827644,448140,102389,2020-01-01,481130078011,48113007801
224-223@8dg-gv8-7h5,Bonita Pet Express Grooming,26.330151,-81.821388,4171 Bonita Beach Rd Ste 3,Bonita Springs,FL,34134,,,812910,475,2020-01-01,120210101062,12021010106
222-222@8fc-m4s-2p9,Fellow Earthlings Nonprofit,30.413354,-95.789407,3633 N FM 1486 Rd,Montgomery,TX,77356,,,812910,1236,2020-01-01,483396946001,48339694600
225-222@5q2-t69-7nq,All About Pets,40.947332,-90.38278,750 W Main St,Galesburg,IL,61401,,,812910,4126,2020-01-01,170950006003,17095000600
222-223@8f4-5wg-3wk,Sellers Pet Grooming,30.43384,-87.220535,2101 N Palafox St,Pensacola,FL,32501,,,812910,536,2020-01-01,120330005002,12033000500
223-223@627-vvc-t35,Horse GC,40.566878,-74.102883,626 New Dorp Ln,Staten Island,NY,10306,,,812910,198,2020-01-01,360850128041,36085012804
223-222@627-s35-xqz,Marshalls,40.722389,-73.562503,1989 Front St,East Meadow,NY,11554,Marshalls,SG_BRAND_abfd923a6acfc93e81ba94b0310b47b2,448140,3326,2020-01-01,360594082007,36059408200
222-222@8g6-x8f-pqf,Poodle Parfait Pet Grooming,33.737525,-84.251045,4079 Glenwood Rd,Candler-McAfee,GA,30032,,,812910,1325,2020-01-01,130890235062,13089023506
223-222@5q6-3xc-n5z,Rover Retreat,39.720914,-105.200461,17731 W Colfax Ave,Golden,CO,80401,,,812910,303,2020-01-01,080590098495,08059009849
zzw-223@63v-4hf-28v,Pet Suite Retreat,42.295464,-83.296301,26245 Michigan Ave,Inkster,MI,48141,,,812910,3159,2020-01-01,261635701001,26163570100
22g-222@628-xfr-7yv,One Pampered Pup,41.209752,-73.130584,3633 Main St,Stratford,CT,6614,,,812910,1275,2020-01-01,090010812002,09001081200
225-222@8dy-rgz-ht9,The Rovervelt,29.916614,-90.142199,128 Sala Ave,Westwego,LA,70094,,,812910,2542,2020-01-01,220510282001,22051028200
zzw-22g@627-s7k-s89,Boss Menswear Shop,40.734531,-73.871627,9001 Queens Blvd,Elmhurst,NY,11373,Hugo Boss,SG_BRAND_508303919380e7e454da9bc520078fc5,448140,3778,2020-01-01,360810683002,36081068300
222-223@5z4-zfk-mtv,Barkin Groomers,34.157085,-118.483837,16101 Ventura Blvd,Encino,CA,91436,,,812910,3519,2020-01-01,060371397011,06037139701
222-222@628-ppx-5fz,Mary Jo's Pet Grooming,40.171902,-74.869873,50 Trenton Rd,Fairless Hills,PA,19030,,,812910,409,2020-01-01,420171058072,42017105807
228-222@627-wcb-bzf,Glamour Pet Salon & Spa,40.720859,-74.039191,140 Bay St Ste 5,Jersey City,NJ,7302,,,812910,2284,2020-01-01,340170076001,34017007600
224-222@8gq-qwq-yjv,Pet Grooming By Roger,29.781796,-81.258401,6101 A1a S,Butler Beach,FL,32080,,,812910,1142,2020-01-01,121090214041,12109021404
zzw-222@63d-3wg-qfz,Burlington,40.434506,-79.789685,3700 William Penn Hwy Ste 4,Monroeville,PA,15146,Burlington,SG_BRAND_626752d99d0ba157d38c3a4c9c756e2d,448140,2221,2020-01-01,420035212002,42003521200
225-223@5z6-34z-k75,Alpha Dog Groom Shop,33.465153,-117.707464,34085 Pacific Coast Hwy Ste 112,Dana Point,CA,92629,,,812910,290,2020-01-01,060590423131,06059042313
zzw-222@5pm-mv5-sbk,Burlington,34.741334,-86.673201,6125 University Dr NW,Huntsville,AL,35806,Burlington,SG_BRAND_626752d99d0ba157d38c3a4c9c756e2d,448140,10255,2020-01-01,010890014022,01089001402
224-222@8ts-zyp-m6k,Hollister,33.301081,-111.897864,3111 W Chandler Blvd Ste 2136,Chandler,AZ,85226,Hollister,SG_BRAND_4f6c6d3220f6da7d783d2d378ea2d4c4,448140,320,2020-01-01,040138111001,04013811100
222-22d@629-5xs-gkz,Athleta,40.933174,-72.318411,2044 Montauk Hwy,Bridgehampton,NY,11932,Athleta,SG_BRAND_579a2f8f0bf87517cf22c11bf8827644,448140,5828,2020-01-01,361031907044,36103190704
2sj-222@627-s4n-xbk,Shark Angels,40.780865,-73.948454,315 E 91st St Ste 4,New York,NY,10128,,,812910,11561,2020-01-01,360610154001,36061015400
zzy-222@5vg-8pf-ht9,Marin & Sonoma Pet Waste Removal,38.107693,-122.57753,936 B7th St Ste 112,Novato,CA,94945,,,812910,415,2020-01-01,060411022032,06041102203
224-222@5xc-kfd-8gk,Pampered Paws Grooming,45.344032,-122.59673,812 Molalla Ave,Oregon City,OR,97045,,,812910,346,2020-01-01,410050225002,41005022500
zzy-222@63r-6ms-qmk,Falls Church Dog Walking,38.883874,-77.160352,Great Falls St,Arlington,VA,22046,,,812910,45069,2020-01-01,516105003001,51610500300
zzw-222@5pw-2qd-tgk,Pretty Paws by Cindy,41.625561,-87.755546,5544 147th St Ste C4,Oak Forest,IL,60452,,,812910,3159,2020-01-01,170318246014,17031824601
222-223@8fc-fbj-b8v,Aquarium Environments,29.73157,-95.417172,4527 Lomitas St,Houston,TX,77098,,,812910,788,2020-01-01,482014110003,48201411000
223-222@5s6-w95-2c5,Animal Crackers,42.619253,-83.749483,1100 N Old US 23,Howell,MI,48843,,,812910,1146,2020-01-01,260937137001,26093713700
222-222@5z5-s8d-mff,Greyhound Adoption Center,32.785502,-116.845252,4821 Dehesa Rd,El Cajon,CA,92019,,,812910,136,2020-01-01,060730155021,06073015502
zzy-222@8dy-ry9-fj9,Pampered Puppies,30.32664,-90.807851,26453 La Hwy 42,Hammond,LA,70769,,,812910,1236,2020-01-01,220630408022,22063040802
22g-223@627-tdw-dy9,Canines of Distinction,40.646098,-73.576793,21 Atlantic Ave,Freeport,NY,11520,,,812910,1676,2020-01-01,360594145021,36059414502
222-222@5w9-jb2-tgk,rue21,43.608967,-116.277204,350 N Milwaukee St Ste 2306,Boise,ID,83704,rue21,SG_BRAND_a220cb98c26a80f5fbe3bb99ca22d0e3,448140,31090,2020-01-01,160010023022,16001002302
223-222@8fw-2hq-dsq,Sandys Grooming,26.29817,-80.276976,5615 Coral Ridge Dr,Coral Springs,FL,33076,,,812910,12553,2020-01-01,120110106111,12011010611
226-222@5z9-7qn-835,Vicki's Grooming,34.473464,-114.323842,2115 Swanson Ave,Lake Havasu City,AZ,86403,,,812910,295,2020-01-01,040159531003,04015953100
zzw-22d@63s-dv2-fpv,Walmart Photo Center,39.938343,-75.358263,400 S State Rd,Springfield,PA,19064,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,1694,2020-01-01,420454080023,42045408002
22j-223@627-s8r-mc5,Muji,40.762584,-73.968715,127 E 59th St,New York,NY,10022,Muji,SG_BRAND_5426ec60ec662b89,448140,5424,2020-01-01,360610114022,36061011402
224-222@5z5-pq3-bff,GUESS,32.768281,-117.167044,7007 Friars Rd Ste 843,San Diego,CA,92108,GUESS,SG_BRAND_44fc6c9812b78f5e76f9b25892fe6ad9,448140,395,2020-01-01,060730089022,06073008902
zzw-222@5s7-3n2-fj9,rue21,43.475493,-83.973057,4641 Fashion Square Mall Ste C 328,Saginaw,MI,48604,rue21,SG_BRAND_a220cb98c26a80f5fbe3bb99ca22d0e3,448140,685,2020-01-01,261450103042,26145010304
22g-222@5pw-46k-st9,Kate Spade,41.712656,-86.906022,1660 Lighthouse Pl,Michigan City,IN,46360,Kate Spade,SG_BRAND_f50d476b34b7991f27edf2bd743e0268,448140,409,2020-01-01,180910403002,18091040300
zzw-229@647-5dh-6p9,Walmart Photo Center,35.867376,-78.846144,1001 Shiloh Glenn Dr,Durham,NC,27560,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,20323,2020-01-01,370630020283,37063002028
224-222@8gg-spd-k2k,Burlington,34.939677,-81.979644,1450 Wo Ezell Blvd Ste 200,Spartanburg,SC,29301,Burlington,SG_BRAND_626752d99d0ba157d38c3a4c9c756e2d,448140,6477,2020-01-01,450830206011,45083020601
223-222@645-zvh-3kf,It's Fashion,34.753236,-79.47561,1664 S Main St,Laurinburg,NC,28352,It's Fashion,SG_BRAND_c2ea0afa26fde4302c3e1c24bc20281f,448140,488,2020-01-01,371650103001,37165010300
zzw-229@63g-7zs-yd9,Walmart Photo Center,36.488572,-79.734577,304 E Arbor Ln,Eden,NC,27288,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,18750,2020-01-01,371570403003,37157040300
zzw-22c@5pw-p8t-7bk,Walmart Photo Center,41.70364,-88.302373,2300 US Highway 34,Oswego,IL,60543,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,20290,2020-01-01,170938901011,17093890101
222-22c@8gg-hx3-6ff,Walmart Photo Center,34.073862,-81.15117,360 Harbison Blvd,Columbia,SC,29212,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,18465,2020-01-01,450630211113,45063021111
227-222@63r-bh5-cnq,GUESS Factory,39.157443,-76.724552,7000 Arundel Mills Cir Ste 460,Severn,MD,21076,GUESS Factory,SG_BRAND_ddf4723b7da6dc36,448140,126948,2020-01-01,240037401022,24003740102
zzw-223@63c-ty7-vj9,Label Shopper,38.299521,-80.835547,233 Merchants Walk,Summersville,WV,26651,Label Shopper,SG_BRAND_237f872c09242c52,448140,1318,2020-01-01,540679502001,54067950200
zzw-224@63r-52w-47q,Walmart Photo Center,39.127198,-76.586907,8107 Ritchie Hwy,Pasadena,MD,21122,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,15429,2020-01-01,240037312041,24003731204
zzw-22c@628-z54-7t9,Banana Republic,41.380326,-73.479847,7 Backus Ave Ste G 110,Danbury,CT,6810,Banana Republic,SG_BRAND_5d2758b0af610b24084e8e844cd93030,448140,756,2020-01-01,090012105003,09001210500
zzw-22c@5zb-xmh-gp9,vineyard vines,33.624684,-111.923219,15125 N Scottsdale Rd Ste L1 140,Scottsdale,AZ,85254,vineyard vines,SG_BRAND_ad55dc335c5f5c3a482d1f2ac6158858,448140,4087,2020-01-01,040132168161,04013216816
223-222@646-fms-92k,Aeo Factory Store & Aerie,35.510524,-78.313207,1025 Outlet Center Dr Ste 810,Smithfield,NC,27577,American Eagle Outfitters,SG_BRAND_95a1de80f566759aafdc2a957a76de5a,448140,652,2020-01-01,371010407002,37101040700
zzw-224@8fw-6pk-j35,Michael Kors,26.010745,-80.304804,11401 Pines Blvd Ste 460,Pembroke Pines,FL,33026,Michael Kors,SG_BRAND_89896b299191a09f8ffde872a296da04,448140,199,2020-01-01,120111103092,12011110309
zzw-226@5qt-39g-c89,Walmart Photo Center,35.511185,-97.976135,2400 S Country Club Rd,El Reno,OK,73036,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,13957,2020-01-01,400173007004,40017300700
zzw-229@63c-522-d35,Walmart Photo Center,40.026343,-79.898781,134 Daniel Kendall Dr,West Brownsville,PA,15417,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,11306,2020-01-01,421257959004,42125795900
222-22d@5qw-6x7-6c5,Walmart Photo Center,32.210264,-95.833022,1405 E Tyler St,Athens,TX,75751,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,14089,2020-01-01,482139513004,48213951300
223-22b@8gb-q52-mrk,Walmart Photo Center,34.291895,-83.850464,400 Shallowford Rd NW,Gainesville,GA,30504,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,19020,2020-01-01,131390010032,13139001003
zzy-229@5vg-836-66k,Zara,37.727906,-122.477139,20th 3251 Avenue,San Francisco,CA,94132,Zara,SG_BRAND_f8c2475361c649af0f3bf7c2e2aa5160,448140,46977,2020-01-01,060750332011,06075033201
227-222@5s3-fvj-pvz,Glik's,45.748462,-87.081665,301 N Lincoln Rd,Escanaba,MI,49829,Glik's,SG_BRAND_519908c0abcb12ad718186b495c62edb,448140,30212,2020-01-01,260419708002,26041970800
223-224@5pw-c4v-tvz,Walmart Photo Center,40.457716,-86.932342,2801 Northwestern Ave,West Lafayette,IN,47906,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,19625,2020-01-01,181570102043,18157010204
223-222@8dk-mtj-grk,Levi Strauss & Co.,27.535838,-82.507891,5461 Factory Shops Blvd Ste 845,Ellenton,FL,34222,Levi Strauss & Co.,SG_BRAND_f010ccce6197e56866c8c6e4f7adec39,448140,350,2020-01-01,120810019072,12081001907
22n-222@665-9hy-7yv,Hot Topic,43.206465,-77.691926,410 Greece Ridge Center Dr # J 10,Greece,NY,14626,Hot Topic,SG_BRAND_4c5b49dd26955c39f3f1f3c2b57f0ea8,448140,106,2020-01-01,360550141022,36055014102
zzw-229@5s6-yr7-qxq,Walmart Photo Center,42.647901,-84.07766,970 Gehringer Dr,Fowlerville,MI,48836,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,19145,2020-01-01,260937223002,26093722300
222-225@628-zfm-vs5,Marshalls,41.421397,-73.628418,100 Independent Way,Brewster,NY,10509,Marshalls,SG_BRAND_abfd923a6acfc93e81ba94b0310b47b2,448140,1150,2020-01-01,360790118001,36079011800
222-229@8sy-vqz-pn5,Walmart Photo Center,30.255372,-98.852074,1435 E Main St,Fredericksburg,TX,78624,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,15123,2020-01-01,481719504003,48171950400
zzw-22g@5z4-zjk-8sq,Urban Outfitters,34.189745,-118.60416,6600 Topanga Canyon Blvd,Canoga Park,CA,91303,Urban Outfitters,SG_BRAND_7e90833c32ca65339c2d5e505ec17249,448140,963,2020-01-01,060371351142,06037135114
224-222@8g6-ynr-ks5,Gap,33.988266,-84.423564,4475 Roswell Rd Ste 500,Marietta,GA,30062,Gap,SG_BRAND_59dcabd7cd2395a2,448140,1092,2020-01-01,130670303361,13067030336
227-222@8fc-8pj-cwk,Michael Kors,29.541423,-95.14794,1040 Baybrook Mall,Friendswood,TX,77546,Michael Kors,SG_BRAND_89896b299191a09f8ffde872a296da04,448140,314,2020-01-01,482013506011,48201350601
zzw-22k@8tm-pc9-ckf,Walmart Photo Center,35.111197,-106.608,2701 Carlisle Blvd NE,Albuquerque,NM,87110,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,20320,2020-01-01,350010034002,35001003400
222-222@5yv-hjy-syv,Burlington,36.198405,-115.238474,2150 N Rainbow Blvd,Las Vegas,NV,89108,Burlington,SG_BRAND_626752d99d0ba157d38c3a4c9c756e2d,448140,3582,2020-01-01,320030034191,32003003419
222-222@63q-rtb-dd9,Rainbow Shops,42.928658,-78.754958,4194 Union Rd,Cheektowaga,NY,14225,Rainbow Shops,SG_BRAND_4ca5e8fb3abded90a4ae19c472d461da,448140,609,2020-01-01,360290101021,36029010102
222-224@8fw-38k-dn5,DTR/VILLA,26.137336,-80.133234,1001 E Sunrise Blvd Ste A,Fort Lauderdale,FL,33304,DTR/VILLA,SG_BRAND_ed2b7ad81adeb71c9859f1041a51c817,448140,589,2020-01-01,120110407023,12011040702
zzw-229@5sb-8m5-j7q,Walmart Photo Center,42.15548,-88.340012,1410 S Randall Rd,Algonquin,IL,60102,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,19225,2020-01-01,171118712062,17111871206
227-23m@62j-rkj-qj9,Michael Kors,42.767906,-71.231369,99 Rockingham Park Blvd Ste E127A,Salem,NH,3079,Michael Kors,SG_BRAND_89896b299191a09f8ffde872a296da04,448140,264,2020-01-01,330151003012,33015100301
zzw-224@63d-6pt-45f,Brooks Brothers,40.216415,-80.211365,2200 Tanger Blvd,Washington,PA,15301,Brooks Brothers,SG_BRAND_4c043e06a027edf4d04048f1276c75be,448140,759,2020-01-01,421257551001,42125755100
222-227@5qw-62w-ckf,Walmart Photo Center,32.569477,-96.307485,300 Kings Fort Pkwy,Kaufman,TX,75142,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,14743,2020-01-01,482570512022,48257051202
224-224@5wc-36w-mhq,Marshalls,46.567792,-120.48144,2503 Main St,Union Gap,WA,98903,Marshalls,SG_BRAND_abfd923a6acfc93e81ba94b0310b47b2,448140,3595,2020-01-01,530770014001,53077001400
223-222@5pb-ktp-8gk,J Crew Factory,44.937834,-93.385176,8324 Highway 7 Ste 132,St. Louis Park,MN,55426,J.Crew,SG_BRAND_607ff0ea5b20110e1bfa15a23857eec0,448140,1066,2020-01-01,270530223023,27053022302
224-222@5sb-892-yjv,Old Navy,42.052433,-88.039964,1498 E Golf Rd,Schaumburg,IL,60173,Old Navy,SG_BRAND_b9051db14066a865167ed2cea172b3e2,448140,984,2020-01-01,170318046032,17031804603
222-225@5ny-qhr-v4v,Walmart Photo Center,39.758169,-94.231534,2000 N Walnut St,Cameron,MO,64429,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,5848,2020-01-01,290630801005,29063080100
222-228@8gq-vjx-swk,Walmart Photo Center,29.549815,-81.225218,174 Cypress Point Pkwy,Palm Coast,FL,32164,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,3258,2020-01-01,120350602122,12035060212
zzw-224@5pm-mt4-vvf,Walmart Photo Center,34.703008,-86.584771,3031 Memorial Pkwy SW,Huntsville,AL,35801,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,2266,2020-01-01,010890026001,01089002600
222-224@63r-jkq-9vf,Walmart Photo Center,38.33947,-75.162749,11416 Ocean Gtwy,Berlin,MD,21811,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,9987,2020-01-01,240479509001,24047950900
zzw-224@8gm-mn7-v2k,Walmart Photo Center,34.2148,-86.153127,1972 US Highway 431,Boaz,AL,35957,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,18206,2020-01-01,010950312002,01095031200
222-225@8tn-ksw-59f,Walmart Photo Center,36.38762,-105.586167,926 Paseo del Pueblo Sur,Taos,NM,87571,Walmart Photo Center,SG_BRAND_069abfebc29feb04,812921,4836,2020-01-01,350559526004,35055952600
zzy-224@8dy-qv3-h3q,ParkMobile,29.957299,-90.071752,199 Basin St,New Orleans,LA,70112,,,812930,584,2020-01-01,220710135001,22071013500
zzy-222@63j-8xm-fxq,SP Parking,39.110136,-84.514495,5 Mercer St,Cincinnati,OH,45202,,,812930,7469,2020-01-01,390610010001,39061001000
zzw-239@5zb-xmz-jqf,Fabletics,33.503664,-111.929367,7014 E Camelback Rd,Scottsdale,AZ,85251,Fabletics,SG_BRAND_538af4753a9c721d,448140,112305,2020-01-01,040132173001,04013217300
zzw-222@5z5-t7v-vxq,Marshalls,33.138905,-117.190693,161 S Las Posas Rd,San Marcos,CA,92078,Marshalls,SG_BRAND_abfd923a6acfc93e81ba94b0310b47b2,448140,3063,2020-01-01,060730200291,06073020029
z58-222@8dj-f79-xwk,Panda Express,28.06392,-82.413433,Marshall Student Center,Tampa,FL,33620,Panda Express,SG_BRAND_4a453a402f10c481d2fe4cefaa1d2b09,722513,7777,2020-01-01,120570109001,12057010900
zzw-223@5z4-vv2-jvz,Firehouse Subs,34.416275,-118.548358,23630 Valencia Blvd Ste E,Santa Clarita,CA,91355,Firehouse Subs,SG_BRAND_a508445847685e426174fb21affa82bb,722513,136,2020-01-01,060379201152,06037920115
zzw-224@8g6-yfv-ks5,Grub,34.152568,-84.176294,410 Peachtree Pkwy Ste 204,Cumming,GA,30041,Grub,SG_BRAND_de0e5007531989ec,722513,287,2020-01-01,131171306131,13117130613
225-222@8fy-7yv-btv,dd's DISCOUNTS,28.49666,-81.395412,4629 S Orange Blossom Trl,Orlando,FL,32839,dd's DISCOUNTS,SG_BRAND_51d31b8708961b702d3d2602e8d828a3,448140,7363,2020-01-01,120950144002,12095014400
23j-222@627-wc7-2x5,AG Jeans,40.724879,-73.999789,113 Greene St Frnt A,New York,NY,10012,AG Jeans,SG_BRAND_b385d14787f0b2727d480270415a68ba,448140,224,2020-01-01,360610049001,36061004900
zzw-22h@8g7-484-mc5,Urban Outfitters,33.773392,-84.352809,1061 Ponce de Leon Ave NE,Atlanta,GA,30306,Urban Outfitters,SG_BRAND_7e90833c32ca65339c2d5e505ec17249,448140,1411,2020-01-01,131210015001,13121001500
228-222@63r-bqh-cdv,Domino's Pizza,39.343336,-76.447857,610 Compass Rd,Middle River,MD,21220,Domino's Pizza,SG_BRAND_da46ad6f82825669a56b44d32564dff8,722513,210,2020-01-01,240054514012,24005451401
227-222@5r8-88z-835,Pizza Hut,36.058604,-94.164076,314 S School Ave,Fayetteville,AR,72701,Pizza Hut,SG_BRAND_1f2a4b730dc533366115ba7f5168b074,722513,299,2020-01-01,051430113001,05143011300
zzy-222@8fc-f9x-grk,Central Parking,29.723053,-95.386025,1400 Binz St,Houston,TX,77004,,,812930,5456,2020-01-01,482013126001,48201312600
